Speech Trapezoid 2OA, 95
Speech Trapezoid 1OA, 84
Speech Trapezoid 3OA, 95
Speech Trapezoid 4OA, 95
Speech Trapezoid 0OA, 20
Speech Trapezoid direct, 10
TakeFive Library 3OA, 95
TakeFive Library direct, 11
TakeFive Library 0OA, 90
TakeFive Library 4OA, 90
TakeFive Library 2OA, 95
TakeFive Library 1OA, 95
Speech Library 4OA, 90
Speech Library 2OA, 50
Speech Library 0OA, 40
Speech Library direct, 10
Speech Library 3OA, 50
Speech Library 1OA, 50
TakeFive Trapezoid 1OA, 95
TakeFive Trapezoid 2OA, 95
TakeFive Trapezoid 4OA, 95
TakeFive Trapezoid direct, 10
TakeFive Trapezoid 0OA, 60
TakeFive Trapezoid 3OA, 95
